codingid,coderid,manifestoid,sentenceid,code,scale,party,year,source,sentence_text,sentence_context,uid
215965133,946983,LD 1987,20001411,-1,Economic,Liberal Democrats,1987,Crowd,We will offer a tax allowance to help with the costs of childcare and remove the tax on the use of workplace nurseries.,"We will strengthen the rights of women at work through equal pay for work of equal value, equal treatment, ensuring that all public authorities and private contractors are equal opportunity employers. We will restore the maternity grant and improve benefits for families. WE WILL OFFER A TAX ALLOWANCE TO HELP WITH THE COSTS OF CHILDCARE AND REMOVE THE TAX ON THE USE OF WORKPLACE NURSERIES. We will ensure that girls and women have equal opportunities in education and training. We will promote measures that give employees with family responsibilities rights to parental and family leave.",UID1932
204714021,8968750,LD 1987,20000051,NA,None,Liberal Democrats,1987,Crowd,It's hard to think of a more damning condemnation of politics in this country.,"But we also know the task of drawing Britain together again can only be achieved through political, economic and social reform on a scale not contemplated in our country for over forty years. At the last election, about a third of the nation's voters didn't even both to turn out. IT'S HARD TO THINK OF A MORE DAMNING CONDEMNATION OF POLITICS IN THIS COUNTRY. But it's not difficult to understand why so many people feel cynical and uninterested. Since the last war the Tories and Labour have each had six turns at Government.",UID7993
341603778,1.98e+07,LD 1987,20002511,0,Economic,Liberal Democrats,1987,Crowd,The Government has juggled the figures and brought in cosmetic devices to hide the truth.,Worst of all is unemployment. Many more than the three million people registered as unemployed have no jobs. THE GOVERNMENT HAS JUGGLED THE FIGURES AND BROUGHT IN COSMETIC DEVICES TO HIDE THE TRUTH. But the facts won't go away. The dole queue is three times what it was in 1979.,UID18804
53683,Pablo,LD 2010,1170007981,NA,None,Liberal Democrats,2010,Experts,Tensions between Labour and the SNP have undermined the devolved settlement in Scotland.,"Replace the current Barnett formula for allocating funding to the Scottish, Welsh and Northern Irish governments with a new needs-based formula, to be agreed by a Finance Commission of the Nations. Address the status of England within a federal Britain, through the Constitutional Convention set up to draft a written constitution for the UK as a whole. TENSIONS BETWEEN LABOUR AND THE SNP HAVE UNDERMINED THE DEVOLVED SETTLEMENT IN SCOTLAND. This has led to unjustified and unnecessary financial disputes which have locked up money due to Scotland. We will restore revenue to Scotland from the reserves of Registers of Scotland and from Scottish money paid to OFGEM under the Fossil Fuel Levy as one-off payments in the 2011 budget and give control of future revenues to the Scottish Government.",UID4321
68685,Alex,LD 2010,1170005091,NA,None,Liberal Democrats,2010,Experts,and ensure that at least three-quarters of this new renewable energy comes from marine and offshore sources.,"Liberal Democrats will:  Begin a ten-year programme of home insulation, offering a home energy improvement package of up to £10,000 per home, paid for by the savings from lower energy bills, and make sure every new home is fully energy-efficient by improving building regulations. Set a target for 40 per cent of UK electricity to come from clean, non-carbon-emitting sources by 2020, rising to 100 per cent by 2050, underpinned by guaranteed price support AND ENSURE THAT AT LEAST THREE-QUARTERS OF THIS NEW RENEWABLE ENERGY COMES FROM MARINE AND OFFSHORE SOURCES. Set out a clear renewables routemap to 2050, covering grid access and investment in electricity networks, and develop new incentives to promote renewable heat. Transform the electricity networks into a dynamic electricity grid that can better connect and integrate new, clean energy technologies particularly through the better use of sub-sea connections, leading to the development of a European Supergrid.",UID4829
204712224,7918256,Con 1987,10008431,-1,Social,Conservatives,1987,Crowd,But in many of our inner cities the conditions for enterprise and pride of ownership have been systematically extinguished by Socialist councils.,"Inner Cities. The regeneration of the inner cities must be tackled. The growth in our national prosperity in recent years has been founded on a rebirth of enterprise. BUT IN MANY OF OUR INNER CITIES THE CONDITIONS FOR ENTERPRISE AND PRIDE OF OWNERSHIP HAVE BEEN SYSTEMATICALLY EXTINGUISHED BY SOCIALIST COUNCILS. For the sake of those living in our inner cities we must remove the barriers against private investment, jobs and prosperity which such councils have erected. We are setting up five new Urban Development Corporations which will have the powers, resources and management structure to reclaim and redevelop great tracts of derelict land: these new Corporations will follow the model successfully applied in London Docklands and on Merseyside.",UID14642
334667101,1.49e+07,Con 1997,40002371,NA,None,Conservatives,1997,Crowd,The proportion of sixteen year olds staying on in full-time education rose from 4 out of 10 in 1979 to 7 out of 10 in 1995.,"in 1995 the figure was 59%. Our nursery vouchers now give this opportunity to every child. THE PROPORTION OF SIXTEEN YEAR OLDS STAYING ON IN FULL-TIME EDUCATION ROSE FROM 4 OUT OF 10 IN 1979 TO 7 OUT OF 10 IN 1995. Almost 1 in 3 young people now go on to university, compared with 1 in 8 in 1979. The proportion of adults with no academic qualifications has halved since 1979 and the proportion of adults with a degree or equivalent has more than doubled rising from 5% to 12%.",UID3497
342164690,2.14e+07,Lab 1987,30004291,NA,None,Labour,1987,Crowd,Labour therefore strongly supports the talks between the United States and Soviet governments aimed at reducing nuclear armaments.,"It would be the most significant step towards an eventual worldwide renunciation of, and ban upon, nuclear weapons. That is why we were the first to propose to the superpowers the zero option in respect of intermediate nuclear weapons. LABOUR THEREFORE STRONGLY SUPPORTS THE TALKS BETWEEN THE UNITED STATES AND SOVIET GOVERNMENTS AIMED AT REDUCING NUCLEAR ARMAMENTS. Success in these efforts to negotiate the removal of all intermediate nuclear missiles in Europe would be warmly welcomed. It would mean the removal of America's Cruise missiles here in Britain and in the rest of Europe, as well as Pershing IIs in Germany and the Soviet SS20s and other shorter-range missiles.",UID2130
215964771,946983,Con 1987,10000731,NA,None,Conservatives,1987,Crowd,Or that the Liberals or the Social Democrats would have fought so hard for our rebate from the European Community?,"How many of the alternative governments on offer would have stood firm, overcome, or even survived such difficulties? Does anyone suppose that the Labour Party would have resisted, let alone defeated, the violence and intimidation in the coal strike? OR THAT THE LIBERALS OR THE SOCIAL DEMOCRATS WOULD HAVE FOUGHT SO HARD FOR OUR REBATE FROM THE EUROPEAN COMMUNITY? Or that any of the Opposition parties would have persevered through all these difficulties to break the back of inflation and restore honest money? A Strong and Stable Government. How has it been done?",UID8682
3776,Mik,Lab 1992,1090001961,1,Economic,Labour,1992,Experts,Private finance will also be mobilised for a high-speed rail network which will eventually link every region to the Channel Tunnel with proper environmental safeguards.,"We will remove these restrictions. Leasing schemes will allow large-scale investments to be financed at relatively little cost to the public sector borrowing requirement. PRIVATE FINANCE WILL ALSO BE MOBILISED FOR A HIGH-SPEED RAIL NETWORK WHICH WILL EVENTUALLY LINK EVERY REGION TO THE CHANNEL TUNNEL WITH PROPER ENVIRONMENTAL SAFEGUARDS. We will improve energy supplies. Families, commerce and industry need heat, light and power at prices they, can afford. Britain is well placed with reserves of coal, oil and gas which must be husbanded in a national energy policy to balance the needs of the present with those of the future.",UID10058
370526472,2.05e+07,Lab 2005,1150008671,NA,None,Labour,2005,Crowd,It strengthens the voice of national parliaments and governments in EU affairs.,"The new Constitutional Treaty ensures the new Europe can work effectively, and that Britain keeps control of key national interests like foreign policy, taxation, social security and defence. The Treaty sets out what the EU can do and what it cannot. IT STRENGTHENS THE VOICE OF NATIONAL PARLIAMENTS AND GOVERNMENTS IN EU AFFAIRS. It is a good treaty for Britain and for the new Europe. We will put it to the British people in a referendum and campaign whole-heartedly for a `Yes' vote to keep Britain a leading nation in Europe.",UID13725
